id,main_id,other_model,self_model,price,image_url,stock,local_image_path
100,11,75号-锆石贝壳扇子手链（加厚真金电镀）,75号-锆石贝壳扇子手链（加厚真金电镀）,13.9,https://cbu01.alicdn.com/img/ibank/O1CN01FZkSrd1IhEw45nL66_!!2643320924-0-cib.jpg,9895,
101,11,77号-贝壳四叶花手链（加厚真金电镀）,77号-贝壳四叶花手链（加厚真金电镀）,13.6,https://cbu01.alicdn.com/img/ibank/O1CN019iZBfB1IhEw2euL4H_!!2643320924-0-cib.jpg,9875,static\images\O1CN019iZBfB1IhEw2euL4H_!!2643320924-0-cib.jpg
102,11,78号-金色锆石花手链（加厚真金电镀）,78号-金色锆石花手链（加厚真金电镀）,13.9,https://cbu01.alicdn.com/img/ibank/O1CN01BB3aqr1IhEw76YVNg_!!2643320924-0-cib.jpg,9849,static\images\O1CN01BB3aqr1IhEw76YVNg_!!2643320924-0-cib.jpg
103,11,79号-金色锆石菱形手链（加厚真金电镀）,79号-金色锆石菱形手链（加厚真金电镀）,12.9,https://cbu01.alicdn.com/img/ibank/O1CN01f2yZDv1IhEw5yNFPv_!!2643320924-0-cib.jpg,9879,static\images\O1CN01f2yZDv1IhEw5yNFPv_!!2643320924-0-cib.jpg
104,11,81号-爱心锆石手链（加厚真金电镀）,81号-爱心锆石手链（加厚真金电镀）,11.9,https://cbu01.alicdn.com/img/ibank/O1CN01me558Q1IhEvwxcnJc_!!2643320924-0-cib.jpg,9802,static\images\O1CN01me558Q1IhEvwxcnJc_!!2643320924-0-cib.jpg
105,11,82号-猫眼石银杏叶手链（加厚真金电镀）,82号-猫眼石银杏叶手链（加厚真金电镀）,13.9,https://cbu01.alicdn.com/img/ibank/O1CN01W6uK4C1IhEw7kkjru_!!2643320924-0-cib.jpg,9806,static\images\O1CN01W6uK4C1IhEw7kkjru_!!2643320924-0-cib.jpg
106,11,87号-金色微镶贝母四叶花手链（加厚真金电镀）,87号-金色微镶贝母四叶花手链（加厚真金电镀）,15.9,https://cbu01.alicdn.com/img/ibank/O1CN01JYl0V81IhEw2LNtu1_!!2643320924-0-cib.jpg,9733,static\images\O1CN01JYl0V81IhEw2LNtu1_!!2643320924-0-cib.jpg
107,11,89号-金色猫眼石花朵抽拉式手链（加厚真金电镀）,89号-金色猫眼石花朵抽拉式手链（加厚真金电镀）,13.9,https://cbu01.alicdn.com/img/ibank/O1CN01xwbu1E1IhEw1WezJq_!!2643320924-0-cib.jpg,9789,static\images\O1CN01xwbu1E1IhEw1WezJq_!!2643320924-0-cib.jpg
108,11,90号-金色爱心手链（加厚真金电镀）,90号-金色爱心手链（加厚真金电镀）,10.6,https://cbu01.alicdn.com/img/ibank/O1CN01S7KbaG1IhEw1WiD0Q_!!2643320924-0-cib.jpg,9798,static\images\O1CN01S7KbaG1IhEw1WiD0Q_!!2643320924-0-cib.jpg
109,11,97号-猫眼石爱心抽拉式手链（加厚真金电镀）,97号-猫眼石爱心抽拉式手链（加厚真金电镀）,12.9,https://cbu01.alicdn.com/img/ibank/O1CN01agE32O1IhEw5z0BV3_!!2643320924-0-cib.jpg,9844,static\images\O1CN01agE32O1IhEw5z0BV3_!!2643320924-0-cib.jpg
110,11,98号-蝴蝶结珍珠抽拉式手链（加厚真金电镀）,98号-蝴蝶结珍珠抽拉式手链（加厚真金电镀）,10.6,https://cbu01.alicdn.com/img/ibank/O1CN01IEp4sF1IhEw43eHWK_!!2643320924-0-cib.jpg,9830,static\images\O1CN01IEp4sF1IhEw43eHWK_!!2643320924-0-cib.jpg
111,11,99号-猫眼石椭圆手链（加厚真金电镀）,99号-猫眼石椭圆手链（加厚真金电镀）,12.6,https://cbu01.alicdn.com/img/ibank/O1CN01JBaTwO1IhEw43f5Tm_!!2643320924-0-cib.jpg,9695,static\images\O1CN01JBaTwO1IhEw43f5Tm_!!2643320924-0-cib.jpg
112,11,103号-金色三朵四叶花手链（加厚真金电镀）,103号-金色三朵四叶花手链（加厚真金电镀）,15.9,https://cbu01.alicdn.com/img/ibank/O1CN01zdEIOD1IhEw65JVyj_!!2643320924-0-cib.jpg,9892,static\images\O1CN01zdEIOD1IhEw65JVyj_!!2643320924-0-cib.jpg
113,11,104号-金色镶钻小蛮腰手链（加厚真金保色）,104号-金色镶钻小蛮腰手链（加厚真金保色）,14.6,https://cbu01.alicdn.com/img/ibank/O1CN01x2oa2h1IhEw65IVgv_!!2643320924-0-cib.jpg,9814,static\images\O1CN01x2oa2h1IhEw65IVgv_!!2643320924-0-cib.jpg
114,11,105号-金色蝴蝶结珍珠链条手链（加厚真金电镀）,105号-金色蝴蝶结珍珠链条手链（加厚真金电镀）,10.9,https://cbu01.alicdn.com/img/ibank/O1CN01GoA9jv1IhEw2M1Eyv_!!2643320924-0-cib.jpg,959,
115,11,106号-郁金香手链（加厚真金保色）,106号-郁金香手链（加厚真金保色）,12.9,https://cbu01.alicdn.com/img/ibank/O1CN01E95c1p1IhEw65NkBC_!!2643320924-0-cib.jpg,9857,static\images\O1CN01E95c1p1IhEw65NkBC_!!2643320924-0-cib.jpg
116,11,107号-圆环猫眼石珍珠链条手链,107号-圆环猫眼石珍珠链条手链,11.5,https://cbu01.alicdn.com/img/ibank/O1CN01XpZAvV1IhEvwyRx7p_!!2643320924-0-cib.jpg,9760,
117,11,108号-贝母海星手链（加厚真金电镀）,108号-贝母海星手链（加厚真金电镀）,13.6,https://cbu01.alicdn.com/img/ibank/O1CN016tHMoS1IhEw2M5fm3_!!2643320924-0-cib.jpg,9635,static\images\O1CN016tHMoS1IhEw2M5fm3_!!2643320924-0-cib.jpg
118,11,109号-金色蝴蝶猫眼石珠珠抽绳手链（加厚真金电镀）,109号-金色蝴蝶猫眼石珠珠抽绳手链（加厚真金电镀）,12.6,https://cbu01.alicdn.com/img/ibank/O1CN01S402B61IhEw2fz8Th_!!2643320924-0-cib.jpg,9714,static\images\O1CN01S402B61IhEw2fz8Th_!!2643320924-0-cib.jpg
119,11,111号-金色-满钻十字架手链（加厚真金电镀）,111号-金色-满钻十字架手链（加厚真金电镀）,10.9,https://cbu01.alicdn.com/img/ibank/O1CN01sJl1j51IhF16G2iTE_!!2643320924-0-cib.jpg,9987,
120,11,112号-金色-镶钻星星手链（加厚真金电镀）,112号-金色-镶钻星星手链（加厚真金电镀）,11.9,https://cbu01.alicdn.com/img/ibank/O1CN01X9EMqt1IhF16GCNsq_!!2643320924-0-cib.jpg,9982,static\images\O1CN01X9EMqt1IhF16GCNsq_!!2643320924-0-cib.jpg
121,11,113号-金色-镶钻十字架手链（加厚真金电镀）,113号-金色-镶钻十字架手链（加厚真金电镀）,11.2,https://cbu01.alicdn.com/img/ibank/O1CN01tffzzw1IhF158FHMv_!!2643320924-0-cib.jpg,9995,static\images\O1CN01tffzzw1IhF158FHMv_!!2643320924-0-cib.jpg
122,11,114号-金色-满钻芒星手链（加厚真金电镀）,114号-金色-满钻芒星手链（加厚真金电镀）,13.9,https://cbu01.alicdn.com/img/ibank/O1CN01UYobHQ1IhF151BUBx_!!2643320924-0-cib.jpg,9980,static\images\O1CN01UYobHQ1IhF151BUBx_!!2643320924-0-cib.jpg
123,11,115号-金色-锆石蝴蝶手链（加厚真金电镀）,115号-金色-锆石蝴蝶手链（加厚真金电镀）,12.6,https://cbu01.alicdn.com/img/ibank/O1CN011xBrk61IhF14sVTY9_!!2643320924-0-cib.jpg,9982,static\images\O1CN011xBrk61IhF14sVTY9_!!2643320924-0-cib.jpg
124,11,116号-金色-满钻四叶花手链（加厚真金电镀）,116号-金色-满钻四叶花手链（加厚真金电镀）,16.9,https://cbu01.alicdn.com/img/ibank/O1CN01tWqCVp1IhF16Jiu1P_!!2643320924-0-cib.jpg,9993,static\images\O1CN01tWqCVp1IhF16Jiu1P_!!2643320924-0-cib.jpg
125,11,117号-金色-恶魔之眼手链（加厚真金电镀）,117号-金色-恶魔之眼手链（加厚真金电镀）,11.9,https://cbu01.alicdn.com/img/ibank/O1CN01wRgY6m1IhF13zLuLX_!!2643320924-0-cib.jpg,9952,static\images\O1CN01wRgY6m1IhF13zLuLX_!!2643320924-0-cib.jpg
126,11,118号-金色-锆石金属爱心手链（加厚真金电镀）,118号-金色-锆石金属爱心手链（加厚真金电镀）,14.3,https://cbu01.alicdn.com/img/ibank/O1CN01vzI8Bc1IhF1538GyE_!!2643320924-0-cib.jpg,9987,static\images\O1CN01vzI8Bc1IhF1538GyE_!!2643320924-0-cib.jpg
127,11,119号-金色-恶魔之眼流苏手链（加厚真金电镀）,119号-金色-恶魔之眼流苏手链（加厚真金电镀）,12.9,https://cbu01.alicdn.com/img/ibank/O1CN01as0Unz1IhF13t64E7_!!2643320924-0-cib.jpg,9984,static\images\O1CN01as0Unz1IhF13t64E7_!!2643320924-0-cib.jpg
128,11,120号-金色-金属蝴蝶手链（加厚真金电镀）,120号-金色-金属蝴蝶手链（加厚真金电镀）,9.9,https://cbu01.alicdn.com/img/ibank/O1CN01psuAl61IhF15FVHOZ_!!2643320924-0-cib.jpg,9961,static\images\O1CN01psuAl61IhF15FVHOZ_!!2643320924-0-cib.jpg
129,11,121号-金色-锆石几何贝壳圆环手链（加厚真金电镀）,121号-金色-锆石几何贝壳圆环手链（加厚真金电镀）,14.9,https://cbu01.alicdn.com/img/ibank/O1CN01nC1Iit1IhF158Va9I_!!2643320924-0-cib.jpg,9986,static\images\O1CN01nC1Iit1IhF158Va9I_!!2643320924-0-cib.jpg
130,11,122号金色翅膀芒星手链（加厚真金电镀）,122号金色翅膀芒星手链（加厚真金电镀）,12.6,https://cbu01.alicdn.com/img/ibank/O1CN01nTE3no1IhF158jLSW_!!2643320924-0-cib.jpg,9939,static\images\O1CN01nTE3no1IhF158jLSW_!!2643320924-0-cib.jpg
131,11,123号-金色-满钻蝴蝶结手链（加厚真金电镀）,123号-金色-满钻蝴蝶结手链（加厚真金电镀）,12.6,https://cbu01.alicdn.com/img/ibank/O1CN01lnXnqM1IhF14tUV3K_!!2643320924-0-cib.jpg,9897,static\images\O1CN01lnXnqM1IhF14tUV3K_!!2643320924-0-cib.jpg
132,11,124号-金色-满钻蝴蝶手链（加厚真金电镀）,124号-金色-满钻蝴蝶手链（加厚真金电镀）,16.9,https://cbu01.alicdn.com/img/ibank/O1CN01i6QGIa1IhF158vQk3_!!2643320924-0-cib.jpg,9954,static\images\O1CN01i6QGIa1IhF158vQk3_!!2643320924-0-cib.jpg
133,11,125号-银杏叶手链（加厚真金电镀）,125号-银杏叶手链（加厚真金电镀）,11.9,https://cbu01.alicdn.com/img/ibank/O1CN01tUA2dx1IhF0z4DlKe_!!2643320924-0-cib.jpg,9941,static\images\O1CN01tUA2dx1IhF0z4DlKe_!!2643320924-0-cib.jpg
134,11,126号-满钻叶子手链（加厚真金电镀）,126号-满钻叶子手链（加厚真金电镀）,11.9,https://cbu01.alicdn.com/img/ibank/O1CN01FE0H6h1IhF1596uPR_!!2643320924-0-cib.jpg,9969,static\images\O1CN01FE0H6h1IhF1596uPR_!!2643320924-0-cib.jpg
135,11,127号-金属海豚手链（加厚真金电镀）,127号-金属海豚手链（加厚真金电镀）,10.9,https://cbu01.alicdn.com/img/ibank/O1CN011fg8ad1IhF1547ZHr_!!2643320924-0-cib.jpg,9946,static\images\O1CN011fg8ad1IhF1547ZHr_!!2643320924-0-cib.jpg
